Log_Date,From,To,Sales
1397/01/13,10,42,3
1397/01/13,10,49,9
1397/01/13,10,58,2
1397/01/13,10,63,4
1397/01/13,10,66,9
1397/01/13,10,70,78
1397/01/13,11,10,1
1397/01/13,11,49,6
1397/01/13,11,70,35
1397/01/13,14,70,2
1397/01/13,15,10,2
1397/01/13,15,11,3
1397/01/13,15,30,3
1397/01/13,15,42,1
1397/01/13,15,49,2
1397/01/13,15,58,3
1397/01/13,15,63,2
1397/01/13,15,66,6
1397/01/13,15,67,1
1397/01/13,15,70,35
1397/01/13,16,49,2
1397/01/13,16,70,24
1397/01/13,19,70,3
1397/01/13,20,70,6
1397/01/13,22,49,2
1397/01/13,22,70,12
1397/01/13,24,30,1
1397/01/13,24,49,1
1397/01/13,24,66,2
1397/01/13,24,70,18
1397/01/13,26,49,0
1397/01/13,30,3,5
1397/01/13,30,10,11
1397/01/13,30,15,2
1397/01/13,30,42,2
1397/01/13,30,49,9
1397/01/13,30,66,1
1397/01/13,30,70,27
1397/01/13,30,75,1
1397/01/13,32,30,0
1397/01/13,32,70,15
1397/01/13,37,30,2
1397/01/13,37,42,1
1397/01/13,37,49,4
1397/01/13,37,66,2
1397/01/13,37,70,14
1397/01/13,37,75,1
1397/01/13,39,70,3
1397/01/13,42,3,0
1397/01/13,42,11,1
1397/01/13,42,15,1
1397/01/13,42,30,2
1397/01/13,42,37,1
1397/01/13,42,49,2
1397/01/13,42,58,0
1397/01/13,42,66,2
1397/01/13,42,67,1
1397/01/13,42,70,38
1397/01/13,43,70,0
1397/01/13,45,49,2
1397/01/13,45,66,1
1397/01/13,45,70,15
1397/01/13,47,70,3
1397/01/13,49,3,5
1397/01/13,49,6,3
1397/01/13,49,10,10
1397/01/13,49,11,5
1397/01/13,49,15,1
1397/01/13,49,16,1
1397/01/13,49,24,1
1397/01/13,49,30,4
1397/01/13,49,37,2
1397/01/13,49,42,3
1397/01/13,49,45,1
1397/01/13,49,51,1
1397/01/13,49,56,0
1397/01/13,49,58,2
1397/01/13,49,63,4
1397/01/13,49,66,4
1397/01/13,49,67,4
1397/01/13,49,70,79
1397/01/13,49,72,1
1397/01/13,49,75,7
1397/01/13,49,76,2
1397/01/13,50,30,0
1397/01/13,51,32,0
1397/01/13,51,49,2
1397/01/13,51,70,0
1397/01/13,53,70,34
1397/01/13,56,70,6
1397/01/13,58,10,2
1397/01/13,58,15,2
1397/01/13,58,42,1
1397/01/13,58,49,1
1397/01/13,58,66,1
1397/01/13,58,70,8
1397/01/13,61,70,5
1397/01/13,62,70,3
1397/01/13,63,10,2
1397/01/13,63,15,2
1397/01/13,63,42,0
1397/01/13,63,49,4
1397/01/13,63,66,1
1397/01/13,63,70,2
1397/01/13,65,70,2
1397/01/13,66,3,5
1397/01/13,66,10,3
1397/01/13,66,13,2
1397/01/13,66,15,7
1397/01/13,66,16,1
1397/01/13,66,24,1
1397/01/13,66,42,3
1397/01/13,66,49,4
1397/01/13,66,63,2
1397/01/13,66,67,2
1397/01/13,66,70,74
1397/01/13,66,75,1
1397/01/13,67,49,3
1397/01/13,67,58,0
1397/01/13,67,66,2
1397/01/13,67,70,53
1397/01/13,70,3,8
1397/01/13,70,5,3
1397/01/13,70,6,9
1397/01/13,70,8,3
1397/01/13,70,10,72
1397/01/13,70,11,44
1397/01/13,70,13,1
1397/01/13,70,15,38
1397/01/13,70,16,16
1397/01/13,70,17,3
1397/01/13,70,19,1
1397/01/13,70,20,6
1397/01/13,70,22,11
1397/01/13,70,23,3
1397/01/13,70,24,11
1397/01/13,70,30,27
1397/01/13,70,32,4
1397/01/13,70,36,3
1397/01/13,70,37,16
1397/01/13,70,39,4
1397/01/13,70,41,1
1397/01/13,70,42,18
1397/01/13,70,45,30
1397/01/13,70,47,3
1397/01/13,70,49,71
1397/01/13,70,51,0
1397/01/13,70,53,24
1397/01/13,70,55,0
1397/01/13,70,56,12
1397/01/13,70,58,11
1397/01/13,70,60,3
1397/01/13,70,61,6
1397/01/13,70,62,6
1397/01/13,70,65,5
1397/01/13,70,66,61
1397/01/13,70,67,34
1397/01/13,70,72,13
1397/01/13,70,75,17
1397/01/13,70,76,9
1397/01/13,72,49,2
1397/01/13,72,70,9
1397/01/13,75,22,2
1397/01/13,75,49,4
1397/01/13,75,70,19
1397/01/13,75,76,2
1397/01/13,76,70,7
1397/01/13,76,75,3
1397/01/14,3,30,4
1397/01/14,3,49,10
1397/01/14,3,66,6
1397/01/14,3,70,17
1397/01/14,4,70,0
1397/01/14,5,70,2
1397/01/14,6,49,2
1397/01/14,6,70,26
1397/01/14,8,70,4
1397/01/14,10,11,1
1397/01/14,10,15,13
1397/01/14,10,30,10
1397/01/14,10,37,0
1397/01/14,10,42,1
1397/01/14,10,49,13
1397/01/14,10,58,4
1397/01/14,10,66,9
1397/01/14,10,67,4
1397/01/14,10,70,195
1397/01/14,11,10,2
1397/01/14,11,15,3
1397/01/14,11,42,1
1397/01/14,11,49,7
1397/01/14,11,70,53
1397/01/14,13,66,2
1397/01/14,13,70,1
1397/01/14,15,3,1
1397/01/14,15,10,2
1397/01/14,15,11,4
1397/01/14,15,30,3
1397/01/14,15,42,1
1397/01/14,15,49,2
1397/01/14,15,58,6
1397/01/14,15,63,4
1397/01/14,15,66,18
1397/01/14,15,67,2
1397/01/14,15,70,69
1397/01/14,15,75,0
1397/01/14,16,30,4
1397/01/14,16,49,2
1397/01/14,16,66,1
1397/01/14,16,70,35
1397/01/14,19,70,1
1397/01/14,20,70,15
1397/01/14,22,49,1
1397/01/14,22,70,35
1397/01/14,22,75,4
1397/01/14,23,70,1
1397/01/14,24,30,1
1397/01/14,24,49,1
1397/01/14,24,66,3
1397/01/14,24,70,18
1397/01/14,30,3,5
1397/01/14,30,10,9
1397/01/14,30,15,3
1397/01/14,30,24,3
1397/01/14,30,32,0
1397/01/14,30,42,2
1397/01/14,30,49,3
1397/01/14,30,56,2
1397/01/14,30,67,2
1397/01/14,30,70,58
1397/01/14,32,30,0
1397/01/14,32,70,22
1397/01/14,36,70,1
1397/01/14,37,30,1
1397/01/14,37,49,2
1397/01/14,37,70,9
1397/01/14,37,75,5
1397/01/14,39,70,8
1397/01/14,41,70,1
1397/01/14,42,3,0
1397/01/14,42,10,2
1397/01/14,42,11,1
1397/01/14,42,15,1
1397/01/14,42,30,3
1397/01/14,42,49,1
1397/01/14,42,63,0
1397/01/14,42,66,2
1397/01/14,42,70,53
1397/01/14,43,70,0
1397/01/14,45,15,2
1397/01/14,45,49,2
1397/01/14,45,70,51
1397/01/14,47,70,3
1397/01/14,49,3,3
1397/01/14,49,5,6
1397/01/14,49,6,4
1397/01/14,49,10,7
1397/01/14,49,11,9
1397/01/14,49,15,2
1397/01/14,49,22,1
1397/01/14,49,24,1
1397/01/14,49,30,8
1397/01/14,49,37,3
1397/01/14,49,42,2
1397/01/14,49,45,2
1397/01/14,49,51,1
1397/01/14,49,56,0
1397/01/14,49,58,11
1397/01/14,49,60,0
1397/01/14,49,63,7
1397/01/14,49,66,13
1397/01/14,49,67,5
1397/01/14,49,70,189
1397/01/14,49,72,2
1397/01/14,49,75,13
1397/01/14,49,76,2
1397/01/14,51,49,2
1397/01/14,51,66,0
1397/01/14,51,70,0
1397/01/14,53,58,0
1397/01/14,53,70,62
1397/01/14,55,70,0
1397/01/14,56,30,1
1397/01/14,56,49,0
1397/01/14,56,70,22
1397/01/14,58,10,1
1397/01/14,58,15,2
1397/01/14,58,42,1
1397/01/14,58,49,1
1397/01/14,58,66,1
1397/01/14,58,70,7
1397/01/14,59,70,1
1397/01/14,60,70,2
1397/01/14,61,70,7
1397/01/14,62,70,9
1397/01/14,63,10,2
1397/01/14,63,15,7
1397/01/14,63,49,7
1397/01/14,63,66,3
1397/01/14,63,70,2
1397/01/14,65,70,2
1397/01/14,66,3,10
1397/01/14,66,10,6
1397/01/14,66,13,5
1397/01/14,66,15,15
1397/01/14,66,16,1
1397/01/14,66,24,2
1397/01/14,66,30,4
1397/01/14,66,37,1
1397/01/14,66,42,7
1397/01/14,66,45,1
1397/01/14,66,49,13
1397/01/14,66,51,0
1397/01/14,66,56,0
1397/01/14,66,58,2
1397/01/14,66,63,3
1397/01/14,66,67,5
1397/01/14,66,70,198
1397/01/14,66,75,6
1397/01/14,67,10,6
1397/01/14,67,15,5
1397/01/14,67,30,1
1397/01/14,67,37,1
1397/01/14,67,49,5
1397/01/14,67,66,6
1397/01/14,67,70,95
1397/01/14,70,3,14
1397/01/14,70,5,4
1397/01/14,70,6,32
1397/01/14,70,8,4
1397/01/14,70,10,156
1397/01/14,70,11,52
1397/01/14,70,13,5
1397/01/14,70,15,59
1397/01/14,70,16,47
1397/01/14,70,19,1
1397/01/14,70,20,12
1397/01/14,70,22,31
1397/01/14,70,23,2
1397/01/14,70,24,32
1397/01/14,70,30,65
1397/01/14,70,32,15
1397/01/14,70,36,2
1397/01/14,70,37,28
1397/01/14,70,39,7
1397/01/14,70,41,1
1397/01/14,70,42,24
1397/01/14,70,43,0
1397/01/14,70,45,43
1397/01/14,70,47,4
1397/01/14,70,49,191
1397/01/14,70,51,0
1397/01/14,70,53,55
1397/01/14,70,55,0
1397/01/14,70,56,17
1397/01/14,70,58,7
1397/01/14,70,59,1
1397/01/14,70,61,4
1397/01/14,70,62,7
1397/01/14,70,63,1
1397/01/14,70,65,2
1397/01/14,70,66,133
1397/01/14,70,67,108
1397/01/14,70,72,7
1397/01/14,70,75,42
1397/01/14,70,76,18
1397/01/14,72,70,13
1397/01/14,75,30,1
1397/01/14,75,37,1
1397/01/14,75,49,9
1397/01/14,75,66,1
1397/01/14,75,70,21
1397/01/14,75,76,3
1397/01/14,76,49,6
1397/01/14,76,70,9
1397/01/14,76,75,5
1397/01/15,1,49,1
1397/01/15,1,56,1
1397/01/15,3,15,2
1397/01/15,3,30,9
1397/01/15,3,49,4
1397/01/15,3,66,6
1397/01/15,3,70,39
1397/01/15,4,70,0
1397/01/15,5,70,1
1397/01/15,6,70,31
1397/01/15,8,70,4
1397/01/15,10,11,1
1397/01/15,10,15,10
1397/01/15,10,30,27
1397/01/15,10,42,4
1397/01/15,10,49,7
1397/01/15,10,58,1
1397/01/15,10,63,2
1397/01/15,10,66,9
1397/01/15,10,67,5
1397/01/15,10,70,169
1397/01/15,11,10,1
1397/01/15,11,15,5
1397/01/15,11,49,7
1397/01/15,11,70,54
1397/01/15,13,66,4
1397/01/15,13,70,3
1397/01/15,14,70,2
1397/01/15,15,10,2
1397/01/15,15,11,3
1397/01/15,15,30,3
1397/01/15,15,42,3
1397/01/15,15,49,2
1397/01/15,15,58,4
1397/01/15,15,63,3
1397/01/15,15,66,16
1397/01/15,15,67,1
1397/01/15,15,70,69
1397/01/15,16,70,39
1397/01/15,19,70,1
1397/01/15,20,70,21
1397/01/15,22,49,1
1397/01/15,22,70,30
1397/01/15,24,49,1
1397/01/15,24,66,4
1397/01/15,24,70,37
1397/01/15,30,3,9
1397/01/15,30,10,20
1397/01/15,30,15,2
1397/01/15,30,16,1
1397/01/15,30,24,4
1397/01/15,30,37,2
1397/01/15,30,42,2
1397/01/15,30,49,9
1397/01/15,30,50,0
1397/01/15,30,56,2
1397/01/15,30,66,3
1397/01/15,30,67,2
1397/01/15,30,70,45
1397/01/15,32,70,12
1397/01/15,35,49,0
1397/01/15,37,49,3
1397/01/15,37,70,20
1397/01/15,39,49,1
1397/01/15,39,70,9
1397/01/15,41,70,1
1397/01/15,42,10,2
1397/01/15,42,15,1
1397/01/15,42,22,2
1397/01/15,42,30,4
1397/01/15,42,45,0
1397/01/15,42,49,1
1397/01/15,42,63,0
1397/01/15,42,66,2
1397/01/15,42,70,37
1397/01/15,43,70,0
1397/01/15,45,42,0
1397/01/15,45,49,1
1397/01/15,45,66,1
1397/01/15,45,70,70
1397/01/15,47,70,2
1397/01/15,49,1,1
1397/01/15,49,3,4
1397/01/15,49,5,3
1397/01/15,49,10,8
1397/01/15,49,11,6
1397/01/15,49,15,3
1397/01/15,49,22,3
1397/01/15,49,24,1
1397/01/15,49,26,0
1397/01/15,49,30,12
1397/01/15,49,37,4
1397/01/15,49,42,1
1397/01/15,49,45,2
1397/01/15,49,51,2
1397/01/15,49,53,1
1397/01/15,49,56,0
1397/01/15,49,58,6
1397/01/15,49,63,5
1397/01/15,49,66,18
1397/01/15,49,67,9
1397/01/15,49,70,187
1397/01/15,49,72,2
1397/01/15,49,75,12
1397/01/15,49,76,7
1397/01/15,51,49,3
1397/01/15,51,70,0
1397/01/15,53,49,0
1397/01/15,53,70,63
1397/01/15,55,70,0
1397/01/15,56,1,1
1397/01/15,56,70,16
1397/01/15,58,10,3
1397/01/15,58,15,4
1397/01/15,58,42,1
1397/01/15,58,49,2
1397/01/15,58,53,0
1397/01/15,58,66,4
1397/01/15,58,70,13
1397/01/15,60,70,2
1397/01/15,61,70,2
1397/01/15,62,70,4
1397/01/15,63,15,6
1397/01/15,63,49,6
1397/01/15,63,66,1
1397/01/15,63,70,3
1397/01/15,65,70,2
1397/01/15,66,3,6
1397/01/15,66,10,11
1397/01/15,66,15,17
1397/01/15,66,24,4
1397/01/15,66,30,3
1397/01/15,66,42,8
1397/01/15,66,45,2
1397/01/15,66,49,21
1397/01/15,66,58,5
1397/01/15,66,63,3
1397/01/15,66,67,4
1397/01/15,66,70,234
1397/01/15,67,10,5
1397/01/15,67,15,1
1397/01/15,67,30,3
1397/01/15,67,42,1
1397/01/15,67,49,4
1397/01/15,67,58,0
1397/01/15,67,66,7
1397/01/15,67,70,104
1397/01/15,68,70,1
1397/01/15,70,3,18
1397/01/15,70,5,3
1397/01/15,70,6,27
1397/01/15,70,8,1
1397/01/15,70,10,126
1397/01/15,70,11,55
1397/01/15,70,14,6
1397/01/15,70,15,63
1397/01/15,70,16,29
1397/01/15,70,17,1
1397/01/15,70,19,2
1397/01/15,70,20,15
1397/01/15,70,22,30
1397/01/15,70,23,1
1397/01/15,70,24,29
1397/01/15,70,30,61
1397/01/15,70,32,11
1397/01/15,70,37,20
1397/01/15,70,39,8
1397/01/15,70,41,1
1397/01/15,70,42,35
1397/01/15,70,43,0
1397/01/15,70,45,60
1397/01/15,70,47,3
1397/01/15,70,49,197
1397/01/15,70,51,0
1397/01/15,70,53,54
1397/01/15,70,55,0
1397/01/15,70,56,22
1397/01/15,70,58,24
1397/01/15,70,60,0
1397/01/15,70,61,8
1397/01/15,70,62,14
1397/01/15,70,63,3
1397/01/15,70,65,3
1397/01/15,70,66,195
1397/01/15,70,67,90
1397/01/15,70,68,1
1397/01/15,70,72,11
1397/01/15,70,75,45
1397/01/15,70,76,13
1397/01/15,72,49,4
1397/01/15,72,70,10
1397/01/15,75,49,11
1397/01/15,75,66,1
1397/01/15,75,70,36
1397/01/15,75,76,3
1397/01/15,76,49,2
1397/01/15,76,70,15
1397/01/15,76,75,2
1397/01/16,1,49,1
1397/01/16,1,56,1
1397/01/16,3,30,8
1397/01/16,3,42,0
1397/01/16,3,66,10
1397/01/16,3,70,40
1397/01/16,5,70,2
1397/01/16,6,49,2
1397/01/16,6,70,39
1397/01/16,8,70,5
1397/01/16,10,15,9
1397/01/16,10,30,23
1397/01/16,10,42,2
1397/01/16,10,49,13
1397/01/16,10,58,1
1397/01/16,10,63,5
1397/01/16,10,66,22
1397/01/16,10,67,5
1397/01/16,10,70,235
1397/01/16,11,15,1
1397/01/16,11,49,13
1397/01/16,11,70,75
1397/01/16,13,66,1
1397/01/16,13,70,1
1397/01/16,15,10,3
1397/01/16,15,11,3
1397/01/16,15,30,8
1397/01/16,15,45,2
1397/01/16,15,49,2
1397/01/16,15,58,6
1397/01/16,15,63,4
1397/01/16,15,66,13
1397/01/16,15,70,62
1397/01/16,15,76,1
1397/01/16,16,49,3
1397/01/16,16,70,50
1397/01/16,19,70,1
1397/01/16,20,70,20
1397/01/16,22,70,31
1397/01/16,23,70,2
1397/01/16,24,30,2
1397/01/16,24,66,2
1397/01/16,24,70,28
1397/01/16,26,70,0
1397/01/16,30,3,12
1397/01/16,30,10,19
1397/01/16,30,15,7
1397/01/16,30,16,2
1397/01/16,30,24,7
1397/01/16,30,42,6
1397/01/16,30,49,9
1397/01/16,30,61,0
1397/01/16,30,67,1
1397/01/16,30,70,67
1397/01/16,30,75,2
1397/01/16,32,70,25
1397/01/16,35,49,0
1397/01/16,37,42,2
1397/01/16,37,49,2
1397/01/16,37,66,1
1397/01/16,37,70,21
1397/01/16,39,49,1
1397/01/16,39,70,6
1397/01/16,41,70,2
1397/01/16,42,10,5
1397/01/16,42,15,1
1397/01/16,42,26,0
1397/01/16,42,30,4
1397/01/16,42,37,2
1397/01/16,42,49,4
1397/01/16,42,58,0
1397/01/16,42,63,0
1397/01/16,42,66,1
1397/01/16,42,70,53
1397/01/16,45,49,3
1397/01/16,45,66,1
1397/01/16,45,70,59
1397/01/16,47,70,4
1397/01/16,49,1,1
1397/01/16,49,3,1
1397/01/16,49,5,1
1397/01/16,49,6,1
1397/01/16,49,10,18
1397/01/16,49,11,11
1397/01/16,49,15,4
1397/01/16,49,16,1
1397/01/16,49,22,2
1397/01/16,49,24,2
1397/01/16,49,30,9
1397/01/16,49,37,4
1397/01/16,49,42,2
1397/01/16,49,45,2
1397/01/16,49,51,1
1397/01/16,49,58,2
1397/01/16,49,63,2
1397/01/16,49,66,10
1397/01/16,49,67,5
1397/01/16,49,70,162
1397/01/16,49,72,3
1397/01/16,49,75,11
1397/01/16,49,76,7
1397/01/16,50,70,0
1397/01/16,51,49,1
1397/01/16,51,70,0
1397/01/16,53,49,0
1397/01/16,53,70,39
1397/01/16,55,70,0
1397/01/16,56,70,21
1397/01/16,58,10,2
1397/01/16,58,15,3
1397/01/16,58,49,3
1397/01/16,58,66,6
1397/01/16,58,70,14
1397/01/16,59,70,1
1397/01/16,60,70,2
1397/01/16,61,30,0
1397/01/16,61,70,5
1397/01/16,62,70,8
1397/01/16,63,10,5
1397/01/16,63,15,11
1397/01/16,63,49,12
1397/01/16,63,70,1
1397/01/16,65,70,4
1397/01/16,66,3,4
1397/01/16,66,10,16
1397/01/16,66,15,21
1397/01/16,66,24,2
1397/01/16,66,30,3
1397/01/16,66,42,3
1397/01/16,66,45,1
1397/01/16,66,49,17
1397/01/16,66,58,6
1397/01/16,66,63,2
1397/01/16,66,67,5
1397/01/16,66,70,206
1397/01/16,66,75,4
1397/01/16,67,10,3
1397/01/16,67,15,2
1397/01/16,67,30,2
1397/01/16,67,49,8
1397/01/16,67,58,0
1397/01/16,67,66,6
1397/01/16,67,70,117
1397/01/16,70,3,24
1397/01/16,70,5,2
1397/01/16,70,6,33
1397/01/16,70,8,3
1397/01/16,70,10,158
1397/01/16,70,11,64
1397/01/16,70,13,2
1397/01/16,70,15,54
1397/01/16,70,16,43
1397/01/16,70,17,2
1397/01/16,70,19,3
1397/01/16,70,20,10
1397/01/16,70,22,36
1397/01/16,70,23,1
1397/01/16,70,24,27
1397/01/16,70,26,0
1397/01/16,70,30,63
1397/01/16,70,32,21
1397/01/16,70,37,23
1397/01/16,70,39,6
1397/01/16,70,41,1
1397/01/16,70,42,39
1397/01/16,70,43,0
1397/01/16,70,45,59
1397/01/16,70,47,3
1397/01/16,70,49,193
1397/01/16,70,53,53
1397/01/16,70,55,0
1397/01/16,70,56,19
1397/01/16,70,58,14
1397/01/16,70,61,4
1397/01/16,70,62,13
1397/01/16,70,63,3
1397/01/16,70,65,4
1397/01/16,70,66,176
1397/01/16,70,67,107
1397/01/16,70,68,1
1397/01/16,70,72,10
1397/01/16,70,75,47
1397/01/16,70,76,22
1397/01/16,72,49,1
1397/01/16,72,70,15
1397/01/16,75,37,1
1397/01/16,75,49,19
1397/01/16,75,66,3
1397/01/16,75,70,45
1397/01/16,75,76,2
1397/01/16,76,49,2
1397/01/16,76,70,17
1397/01/16,76,75,2
1397/01/17,1,49,1
1397/01/17,1,56,1
1397/01/17,3,30,11
1397/01/17,3,42,0
1397/01/17,3,49,9
1397/01/17,3,66,6
1397/01/17,3,70,24
1397/01/17,4,70,0
1397/01/17,5,49,1
1397/01/17,6,70,36
1397/01/17,8,70,3
1397/01/17,10,15,3
1397/01/17,10,30,22
1397/01/17,10,42,5
1397/01/17,10,49,7
1397/01/17,10,58,1
1397/01/17,10,66,13
1397/01/17,10,70,194
1397/01/17,11,10,1
1397/01/17,11,15,2
1397/01/17,11,49,9
1397/01/17,11,70,43
1397/01/17,13,66,2
1397/01/17,15,11,5
1397/01/17,15,30,3
1397/01/17,15,42,1
1397/01/17,15,49,3
1397/01/17,15,58,3
1397/01/17,15,63,2
1397/01/17,15,66,20
1397/01/17,15,67,7
1397/01/17,15,70,63
1397/01/17,16,30,2
1397/01/17,16,70,45
1397/01/17,20,70,6
1397/01/17,22,42,1
1397/01/17,22,70,32
1397/01/17,23,70,2
1397/01/17,24,70,16
1397/01/17,26,70,0
1397/01/17,30,3,7
1397/01/17,30,10,18
1397/01/17,30,15,5
1397/01/17,30,37,2
1397/01/17,30,42,6
1397/01/17,30,49,13
1397/01/17,30,50,0
1397/01/17,30,56,2
1397/01/17,30,67,3
1397/01/17,30,70,36
1397/01/17,32,70,22
1397/01/17,37,42,2
1397/01/17,37,66,2
1397/01/17,37,70,16
1397/01/17,39,70,5
1397/01/17,41,70,1
1397/01/17,42,3,0
1397/01/17,42,10,3
1397/01/17,42,11,2
1397/01/17,42,15,1
1397/01/17,42,22,2
1397/01/17,42,26,0
1397/01/17,42,30,1
1397/01/17,42,37,2
1397/01/17,42,45,0
1397/01/17,42,49,3
1397/01/17,42,63,0
1397/01/17,42,66,3
1397/01/17,42,70,34
1397/01/17,45,15,5
1397/01/17,45,42,0
1397/01/17,45,49,2
1397/01/17,45,70,36
1397/01/17,47,70,5
1397/01/17,49,1,1
1397/01/17,49,3,5
1397/01/17,49,5,2
1397/01/17,49,10,13
1397/01/17,49,11,3
1397/01/17,49,15,3
1397/01/17,49,16,3
1397/01/17,49,26,0
1397/01/17,49,30,5
1397/01/17,49,37,5
1397/01/17,49,42,6
1397/01/17,49,45,2
1397/01/17,49,51,1
1397/01/17,49,58,4
1397/01/17,49,63,3
1397/01/17,49,66,20
1397/01/17,49,67,2
1397/01/17,49,70,173
1397/01/17,49,72,2
1397/01/17,49,75,10
1397/01/17,49,76,2
1397/01/17,50,70,0
1397/01/17,51,49,2
1397/01/17,51,70,0
1397/01/17,53,49,0
1397/01/17,53,70,40
1397/01/17,55,70,0
1397/01/17,56,70,23
1397/01/17,58,10,2
1397/01/17,58,15,2
1397/01/17,58,49,2
1397/01/17,58,66,5
1397/01/17,58,67,0
1397/01/17,58,70,8
1397/01/17,60,70,2
1397/01/17,61,70,6
1397/01/17,62,70,7
1397/01/17,63,10,2
1397/01/17,63,15,6
1397/01/17,63,42,0
1397/01/17,63,49,3
1397/01/17,63,66,4
1397/01/17,63,70,1
1397/01/17,65,70,5
1397/01/17,66,3,10
1397/01/17,66,10,13
1397/01/17,66,15,18
1397/01/17,66,24,1
1397/01/17,66,37,2
1397/01/17,66,42,12
1397/01/17,66,49,4
1397/01/17,66,58,3
1397/01/17,66,63,5
1397/01/17,66,70,175
1397/01/17,67,49,9
1397/01/17,67,58,0
1397/01/17,67,66,5
1397/01/17,67,70,110
1397/01/17,70,3,23
1397/01/17,70,4,0
1397/01/17,70,5,2
1397/01/17,70,6,28
1397/01/17,70,8,4
1397/01/17,70,10,140
1397/01/17,70,11,40
1397/01/17,70,13,1
1397/01/17,70,14,4
1397/01/17,70,15,71
1397/01/17,70,16,38
1397/01/17,70,19,1
1397/01/17,70,20,11
1397/01/17,70,22,26
1397/01/17,70,23,1
1397/01/17,70,24,16
1397/01/17,70,30,45
1397/01/17,70,32,12
1397/01/17,70,37,22
1397/01/17,70,39,3
1397/01/17,70,41,1
1397/01/17,70,42,40
1397/01/17,70,45,44
1397/01/17,70,47,2
1397/01/17,70,49,131
1397/01/17,70,50,0
1397/01/17,70,51,0
1397/01/17,70,53,41
1397/01/17,70,55,0
1397/01/17,70,56,17
1397/01/17,70,58,12
1397/01/17,70,59,1
1397/01/17,70,61,2
1397/01/17,70,62,10
1397/01/17,70,63,3
1397/01/17,70,65,2
1397/01/17,70,66,138
1397/01/17,70,67,117
1397/01/17,70,72,11
1397/01/17,70,75,40
1397/01/17,70,76,20
1397/01/17,72,49,2
1397/01/17,72,70,11
1397/01/17,75,49,17
1397/01/17,75,66,3
1397/01/17,75,70,43
1397/01/17,75,76,4
1397/01/17,76,15,2
1397/01/17,76,49,4
1397/01/17,76,70,13
1397/01/17,76,75,5
1397/01/18,1,56,1
1397/01/18,3,30,3
1397/01/18,3,42,0
1397/01/18,3,49,5
1397/01/18,3,66,3
1397/01/18,3,70,26
1397/01/18,5,49,3
1397/01/18,5,70,1
1397/01/18,6,49,1
1397/01/18,6,70,17
1397/01/18,8,70,1
1397/01/18,10,15,7
1397/01/18,10,30,13
1397/01/18,10,42,1
1397/01/18,10,49,8
1397/01/18,10,58,2
1397/01/18,10,63,1
1397/01/18,10,66,16
1397/01/18,10,67,2
1397/01/18,10,70,140
1397/01/18,11,15,4
1397/01/18,11,42,1
1397/01/18,11,49,17
1397/01/18,11,70,47
1397/01/18,13,70,1
1397/01/18,14,70,3
1397/01/18,15,10,2
1397/01/18,15,11,4
1397/01/18,15,30,7
1397/01/18,15,42,3
1397/01/18,15,45,1
1397/01/18,15,49,1
1397/01/18,15,58,4
1397/01/18,15,63,4
1397/01/18,15,66,15
1397/01/18,15,70,57
1397/01/18,16,30,1
1397/01/18,16,49,2
1397/01/18,16,66,1
1397/01/18,16,70,23
1397/01/18,20,70,18
1397/01/18,22,42,1
1397/01/18,22,70,19
1397/01/18,22,75,3
1397/01/18,24,30,1
1397/01/18,24,49,1
1397/01/18,24,66,3
1397/01/18,24,70,20
1397/01/18,26,70,0
1397/01/18,30,3,6
1397/01/18,30,10,20
1397/01/18,30,15,3
1397/01/18,30,16,2
1397/01/18,30,24,2
1397/01/18,30,37,1
1397/01/18,30,42,4
1397/01/18,30,49,3
1397/01/18,30,56,2
1397/01/18,30,66,2
1397/01/18,30,70,33
1397/01/18,31,70,0
1397/01/18,32,70,22
1397/01/18,36,70,1
1397/01/18,37,10,0
1397/01/18,37,42,3
1397/01/18,37,49,2
1397/01/18,37,66,2
1397/01/18,37,70,13
1397/01/18,39,70,6
1397/01/18,41,70,1
1397/01/18,42,3,0
1397/01/18,42,10,4
1397/01/18,42,11,1
1397/01/18,42,15,1
1397/01/18,42,30,2
1397/01/18,42,37,2
1397/01/18,42,49,3
1397/01/18,42,66,2
1397/01/18,42,70,35
1397/01/18,43,70,0
1397/01/18,45,15,1
1397/01/18,45,49,2
1397/01/18,45,66,1
1397/01/18,45,70,35
1397/01/18,47,70,2
1397/01/18,49,1,1
1397/01/18,49,3,1
1397/01/18,49,5,1
1397/01/18,49,10,6
1397/01/18,49,11,10
1397/01/18,49,15,1
1397/01/18,49,16,1
1397/01/18,49,22,2
1397/01/18,49,24,1
1397/01/18,49,30,6
1397/01/18,49,37,4
1397/01/18,49,42,1
1397/01/18,49,45,2
1397/01/18,49,51,3
1397/01/18,49,56,0
1397/01/18,49,58,2
1397/01/18,49,63,5
1397/01/18,49,66,9
1397/01/18,49,67,5
1397/01/18,49,70,132
1397/01/18,49,72,2
1397/01/18,49,75,7
1397/01/18,49,76,5
1397/01/18,50,70,0
1397/01/18,51,49,1
1397/01/18,51,70,0
1397/01/18,53,70,47
1397/01/18,55,70,0
1397/01/18,56,30,1
1397/01/18,56,66,0
1397/01/18,56,70,10
1397/01/18,58,10,1
1397/01/18,58,15,5
1397/01/18,58,49,2
1397/01/18,58,66,5
1397/01/18,58,70,16
1397/01/18,60,70,4
1397/01/18,61,70,7
1397/01/18,62,70,8
1397/01/18,63,10,2
